Date, Open, High, Low, Close
06/26/19, 26599.42, 26660.04, 26536.33, 26536.82
06/25/19, 26731.61, 26752.31, 26527.66, 26548.22
06/24/19, 26727.61, 26806.52, 26723.37, 26727.54
06/21/19, 26749.12, 26907.37, 26705.87, 26719.13
06/20/19, 26665.38, 26798.63, 26539.69, 26753.17
06/19/19, 26490.16, 26569.75, 26415.05, 26504.00
06/18/19, 26228.88, 26527.19, 26227.76, 26465.54
06/17/19, 26108.53, 26165.78, 26049.80, 26112.53
06/14/19, 26076.36, 26162.28, 25988.09, 26089.61
06/13/19, 26036.94, 26146.91, 25995.71, 26106.77
06/12/19, 26040.30, 26082.10, 25958.66, 26004.83
06/11/19, 26180.59, 26248.67, 25998.87, 26048.51
06/10/19, 26090.22, 26210.61, 26054.31, 26062.68
06/07/19, 25768.72, 26072.75, 25768.72, 25983.94
06/06/19, 25567.45, 25800.30, 25518.05, 25720.66
06/05/19, 25451.00, 25544.66, 25373.58, 25539.57
06/04/19, 24962.82, 25343.77, 24962.82, 25332.18
06/03/19, 24830.16, 24935.21, 24680.57, 24819.78
05/31/19, 25046.31, 25046.31, 24809.51, 24815.04
05/30/19, 25139.94, 25218.54, 25066.75, 25169.88
05/29/19, 25231.46, 25231.46, 24938.24, 25126.41
05/28/19, 25616.55, 25717.63, 25342.28, 25347.77
05/24/19, 25551.07, 25670.81, 25496.20, 25585.69
05/23/19, 25657.99, 25657.99, 25328.09, 25490.47
05/22/19, 25818.46, 25878.21, 25755.11, 25776.61
05/21/19, 25782.34, 25898.27, 25779.61, 25877.33
05/20/19, 25655.31, 25751.71, 25560.55, 25679.90
05/17/19, 25719.95, 25948.74, 25657.78, 25764.00
05/16/19, 25692.14, 25957.63, 25692.14, 25862.68
05/15/19, 25400.13, 25724.89, 25341.94, 25648.02
05/14/19, 25384.03, 25688.96, 25384.03, 25532.05
05/13/19, 25568.06, 25568.06, 25222.51, 25324.99
05/10/19, 25763.72, 26019.32, 25469.86, 25942.37
05/09/19, 25878.85, 25884.89, 25517.39, 25828.36
05/08/19, 25933.79, 26118.10, 25889.41, 25967.33
05/07/19, 26276.90, 26276.90, 25789.71, 25965.09
05/06/19, 26160.62, 26476.27, 26033.95, 26438.48
05/03/19, 26379.14, 26534.96, 26370.09, 26504.95
05/02/19, 26407.15, 26454.69, 26180.36, 26307.79
05/01/19, 26639.06, 26689.39, 26426.38, 26430.14
04/30/19, 26594.56, 26614.04, 26419.47, 26592.91
04/29/19, 26559.87, 26602.54, 26520.75, 26554.39
04/26/19, 26454.62, 26543.56, 26392.55, 26543.33
04/25/19, 26426.37, 26536.48, 26310.28, 26462.08
04/24/19, 26652.56, 26680.58, 26582.86, 26597.05
04/23/19, 26513.83, 26695.96, 26503.56, 26656.39
04/22/19, 26510.77, 26553.05, 26458.61, 26511.05
04/18/19, 26463.37, 26602.42, 26444.53, 26559.54
04/17/19, 26468.53, 26501.02, 26391.86, 26449.54
04/16/19, 26482.19, 26530.71, 26397.19, 26452.66
04/15/19, 26407.76, 26424.85, 26316.42, 26384.77
04/12/19, 26357.79, 26436.68, 26309.72, 26412.30
04/11/19, 26188.21, 26229.88, 26062.59, 26143.05
04/10/19, 26173.71, 26209.49, 26101.24, 26157.16
04/09/19, 26243.54, 26246.34, 26103.14, 26150.58
04/08/19, 26312.67, 26344.65, 26246.03, 26341.02
04/05/19, 26427.56, 26487.57, 26370.82, 26424.99
04/04/19, 26213.42, 26398.90, 26212.78, 26384.63
04/03/19, 26238.03, 26282.17, 26138.47, 26218.13
04/02/19, 26213.55, 26221.24, 26122.31, 26179.13
04/01/19, 26075.10, 26280.90, 26071.69, 26258.42
03/29/19, 25827.31, 25949.32, 25771.67, 25928.68
03/28/19, 25693.32, 25743.41, 25576.69, 25717.46
03/27/19, 25676.34, 25758.17, 25425.27, 25625.59
03/26/19, 25649.56, 25796.29, 25544.78, 25657.73
03/25/19, 25490.72, 25603.27, 25372.26, 25516.83
03/22/19, 25844.65, 25877.01, 25501.45, 25502.32
03/21/19, 25688.44, 26009.90, 25657.78, 25962.51
03/20/19, 25867.79, 25929.52, 25670.63, 25745.67
03/19/19, 25987.87, 26109.68, 25814.92, 25887.38
03/18/19, 25801.88, 25924.77, 25785.66, 25914.10
03/15/19, 25720.96, 25927.91, 25649.70, 25848.87
03/14/19, 25692.31, 25752.84, 25621.31, 25709.94
03/13/19, 25637.23, 25776.49, 25571.31, 25702.89
03/12/19, 25600.30, 25675.44, 25522.17, 25554.66
03/11/19, 25208.00, 25661.63, 25208.00, 25650.88
03/08/19, 25347.38, 25466.14, 25252.46, 25450.24
03/07/19, 25645.45, 25645.45, 25352.55, 25473.23
03/06/19, 25818.76, 25837.61, 25633.71, 25673.46
03/05/19, 25829.07, 25877.15, 25725.63, 25806.63
03/04/19, 26122.19, 26155.98, 25611.55, 25819.65
03/01/19, 26019.67, 26143.92, 25914.37, 26026.32
02/28/19, 25984.28, 26029.21, 25896.56, 25916.00
02/27/19, 25995.60, 26039.68, 25877.24, 25985.16
02/26/19, 26051.61, 26155.29, 25966.01, 26057.98
02/25/19, 26126.15, 26241.42, 26080.66, 26091.95
02/22/19, 25906.27, 26052.90, 25906.27, 26031.81
02/21/19, 25922.41, 25938.88, 25762.21, 25850.63
02/20/19, 25872.26, 25986.20, 25846.48, 25954.44
02/19/19, 25849.85, 25961.44, 25820.01, 25891.32
02/15/19, 25564.63, 25883.72, 25564.63, 25883.25
02/14/19, 25460.65, 25558.90, 25308.09, 25439.39
02/13/19, 25480.86, 25625.95, 25480.86, 25543.27
02/12/19, 25152.03, 25458.98, 25152.03, 25425.76
02/11/19, 25142.81, 25196.75, 25009.10, 25053.11
02/08/19, 25042.36, 25106.39, 24883.04, 25106.33
02/07/19, 25265.81, 25314.26, 25000.52, 25169.53
02/06/19, 25371.57, 25439.04, 25312.06, 25390.30
02/05/19, 25287.93, 25427.32, 25287.65, 25411.52
02/04/19, 25062.12, 25239.91, 24977.67, 25239.37
02/01/19, 25025.31, 25193.15, 24982.49, 25063.89
01/31/19, 24954.48, 25049.62, 24842.09, 24999.67
01/30/19, 24826.52, 25109.62, 24790.90, 25014.86
01/29/19, 24519.62, 24674.87, 24504.04, 24579.96
01/28/19, 24596.98, 24596.98, 24323.94, 24528.22
01/25/19, 24687.21, 24860.15, 24676.75, 24737.20
01/24/19, 24579.96, 24626.30, 24422.73, 24553.24
01/23/19, 24577.25, 24700.98, 24307.17, 24575.62
01/22/19, 24607.76, 24607.76, 24244.31, 24404.48
01/18/19, 24534.19, 24750.22, 24459.03, 24706.35
01/17/19, 24147.09, 24474.46, 24088.90, 24370.10
01/16/19, 24139.91, 24288.61, 24119.72, 24207.16
01/15/19, 23914.11, 24099.14, 23887.93, 24065.59
01/14/19, 23880.53, 23964.90, 23765.24, 23909.84
01/11/19, 23940.01, 23996.32, 23798.16, 23995.95
01/10/19, 23811.11, 24014.78, 23703.25, 24001.92
01/09/19, 23844.27, 23985.45, 23776.56, 23879.12
01/08/19, 23680.32, 23864.65, 23581.45, 23787.45
01/07/19, 23474.26, 23687.74, 23301.59, 23531.35
01/04/19, 22894.92, 23518.64, 22894.92, 23433.16
01/03/19, 23176.39, 23176.39, 22638.41, 22686.22
01/02/19, 23058.61, 23413.47, 22928.59, 23346.24
12/31/18, 23153.94, 23333.18, 23118.30, 23327.46
12/28/18, 23213.61, 23381.88, 22981.33, 23062.40
12/27/18, 22629.06, 23138.89, 22267.42, 23138.82
12/26/18, 21857.73, 22878.92, 21712.53, 22878.45
12/24/18, 22317.28, 22339.87, 21792.20, 21792.20
12/21/18, 22871.74, 23254.59, 22396.34, 22445.37
12/20/18, 23224.12, 23282.20, 22644.31, 22859.60
12/19/18, 23693.33, 24057.34, 23162.64, 23323.66
12/18/18, 23769.13, 23927.77, 23516.02, 23675.64
12/17/18, 23986.83, 24088.08, 23456.88, 23592.98
12/14/18, 24408.04, 24431.14, 24033.79, 24100.51
12/13/18, 24575.86, 24740.96, 24473.29, 24597.38
12/12/18, 24509.09, 24828.29, 24509.09, 24527.27
12/11/18, 24719.91, 24791.26, 24221.06, 24370.24
12/10/18, 24360.95, 24500.81, 23881.37, 24423.26
12/07/18, 24918.82, 25095.62, 24284.78, 24388.95
12/06/18, 24737.42, 24951.01, 24242.22, 24947.67
12/04/18, 25752.56, 25773.12, 25008.11, 25027.07
12/03/18, 25779.57, 25980.21, 25670.51, 25826.43
11/30/18, 25307.14, 25549.71, 25250.97, 25538.46
11/29/18, 25343.65, 25479.04, 25202.79, 25338.84
11/28/18, 24832.84, 25368.93, 24832.84, 25366.43
11/27/18, 24557.02, 24750.73, 24416.03, 24748.73
11/26/18, 24364.13, 24673.29, 24364.13, 24640.24
11/23/18, 24336.40, 24408.80, 24268.74, 24285.95
11/21/18, 24541.65, 24669.79, 24463.28, 24464.69
11/20/18, 24618.68, 24707.26, 24368.98, 24465.64
11/19/18, 25392.61, 25392.61, 24900.98, 25017.44
11/16/18, 25242.35, 25510.23, 25147.80, 25413.22
11/15/18, 25061.48, 25354.56, 24787.79, 25289.27
11/14/18, 25388.08, 25501.29, 24935.82, 25080.50
11/13/18, 25321.21, 25511.03, 25193.78, 25286.49
11/12/18, 25959.33, 25966.71, 25340.51, 25387.18
11/09/18, 26149.11, 26161.49, 25882.91, 25989.30
11/08/18, 26139.59, 26277.82, 26081.90, 26191.22
11/07/18, 25788.46, 26200.14, 25765.88, 26180.30
11/06/18, 25452.83, 25651.86, 25444.90, 25635.01
11/05/18, 25261.47, 25507.35, 25261.47, 25461.70
11/02/18, 25443.60, 25578.98, 25078.72, 25270.83
11/01/18, 25142.08, 25396.47, 25108.11, 25380.74
10/31/18, 25008.82, 25336.55, 25008.82, 25115.76
10/30/18, 24482.04, 24906.68, 24415.69, 24874.64
10/29/18, 24818.98, 25040.58, 24122.23, 24442.92
10/26/18, 24770.25, 24916.16, 24445.19, 24688.31
10/25/18, 24736.54, 25104.29, 24645.56, 24984.55
10/24/18, 25172.88, 25306.23, 24533.19, 24583.42
10/23/18, 25038.46, 25307.70, 24768.79, 25191.43
10/22/18, 25492.14, 25561.34, 25236.05, 25317.41
10/19/18, 25421.09, 25608.71, 25350.02, 25444.34
10/18/18, 25645.56, 25691.46, 25236.01, 25379.45
10/17/18, 25705.87, 25810.09, 25479.16, 25706.68
10/16/18, 25351.53, 25817.68, 25351.53, 25798.42
10/15/18, 25332.46, 25482.42, 25243.88, 25250.55
10/12/18, 25407.63, 25467.55, 25000.83, 25339.99
10/11/18, 25518.39, 25683.64, 24899.77, 25052.83
10/10/18, 26441.73, 26441.73, 25593.65, 25598.74
10/09/18, 26469.19, 26539.94, 26324.16, 26430.57
10/08/18, 26399.45, 26529.35, 26223.09, 26486.78
10/05/18, 26632.77, 26676.16, 26301.81, 26447.05
10/04/18, 26784.08, 26793.82, 26471.61, 26627.48
10/03/18, 26833.47, 26951.81, 26789.08, 26828.39
10/02/18, 26648.91, 26824.78, 26627.66, 26773.94
10/01/18, 26598.36, 26737.98, 26596.05, 26651.21
09/28/18, 26407.66, 26515.76, 26383.57, 26458.31
09/27/18, 26418.27, 26557.01, 26379.95, 26439.93
09/26/18, 26536.86, 26606.09, 26349.34, 26385.28
09/25/18, 26601.58, 26634.85, 26475.58, 26492.21
09/24/18, 26705.25, 26709.94, 26548.68, 26562.05
09/21/18, 26726.25, 26769.16, 26680.37, 26743.50
09/20/18, 26519.39, 26697.49, 26519.39, 26656.98
09/19/18, 26287.84, 26464.41, 26280.76, 26405.76
09/18/18, 26076.21, 26317.34, 26076.21, 26246.96
09/17/18, 26151.66, 26184.47, 26030.35, 26062.12
09/14/18, 26169.56, 26211.11, 26068.29, 26154.67
09/13/18, 26083.94, 26191.64, 26067.08, 26145.99
09/12/18, 25989.07, 26145.72, 25929.43, 25998.92
09/11/18, 25841.14, 26019.92, 25754.32, 25971.06
09/10/18, 25991.91, 26039.96, 25854.13, 25857.07
09/07/18, 25951.02, 26002.99, 25818.39, 25916.54
09/06/18, 25973.02, 26073.68, 25880.84, 25995.87
09/05/18, 25919.84, 26011.22, 25871.04, 25974.99
09/04/18, 25916.07, 25971.77, 25805.95, 25952.48
08/31/18, 25964.85, 26028.83, 25879.77, 25964.82
08/30/18, 26099.01, 26104.37, 25934.80, 25986.92
08/29/18, 26082.53, 26167.94, 26035.30, 26124.57
08/28/18, 26092.70, 26122.24, 26037.85, 26064.02
08/27/18, 25882.71, 26067.57, 25882.71, 26049.64
08/24/18, 25688.58, 25826.05, 25688.58, 25790.35
08/23/18, 25714.86, 25762.56, 25608.02, 25656.98
08/22/18, 25825.06, 25836.16, 25722.43, 25733.60
08/21/18, 25786.99, 25888.82, 25784.90, 25822.29
08/20/18, 25727.70, 25790.17, 25716.41, 25758.69
08/17/18, 25550.80, 25728.16, 25521.66, 25669.32
08/16/18, 25294.97, 25607.34, 25294.97, 25558.73
08/15/18, 25235.37, 25235.37, 24965.77, 25162.41
08/14/18, 25215.69, 25339.51, 25201.87, 25299.92
08/13/18, 25327.19, 25381.39, 25153.93, 25187.70
08/10/18, 25401.19, 25401.19, 25222.88, 25313.14
08/09/18, 25589.79, 25613.31, 25492.69, 25509.23
08/08/18, 25615.72, 25634.11, 25557.48, 25583.75
08/07/18, 25551.65, 25692.72, 25551.65, 25628.91
08/06/18, 25437.43, 25540.02, 25381.38, 25502.18
08/03/18, 25360.37, 25467.90, 25325.17, 25462.58
08/02/18, 25256.45, 25360.48, 25120.07, 25326.16
08/01/18, 25461.63, 25488.80, 25278.32, 25333.82
07/31/18, 25345.21, 25490.98, 25345.21, 25415.19
07/30/18, 25439.32, 25500.16, 25287.38, 25306.83
07/27/18, 25520.52, 25580.22, 25370.07, 25451.06
07/26/18, 25468.55, 25587.24, 25463.16, 25527.07
07/25/18, 25183.70, 25432.87, 25113.55, 25414.10
07/24/18, 25092.43, 25286.62, 25092.43, 25241.94
07/23/18, 25036.90, 25081.45, 24983.33, 25044.29
07/20/18, 25041.14, 25124.10, 24986.35, 25058.12
07/19/18, 25139.15, 25154.17, 25052.62, 25064.50
07/18/18, 25133.79, 25215.32, 25101.12, 25199.29
07/17/18, 25033.92, 25155.39, 24989.61, 25119.89
07/16/18, 25025.58, 25072.41, 24979.64, 25064.36
07/13/18, 24926.07, 25043.21, 24890.06, 25019.41
07/12/18, 24802.90, 24939.97, 24802.90, 24924.89
07/11/18, 24789.48, 24815.16, 24663.82, 24700.45
07/10/18, 24806.97, 24945.38, 24806.97, 24919.66
07/09/18, 24519.20, 24796.52, 24518.43, 24776.59
07/06/18, 24352.47, 24520.29, 24281.47, 24456.48
07/05/18, 24285.82, 24372.80, 24177.44, 24356.74
07/03/18, 24359.39, 24444.88, 24150.85, 24174.82
07/02/18, 24161.53, 24319.42, 24077.56, 24307.18
06/29/18, 24323.93, 24509.52, 24269.71, 24271.41
06/28/18, 24064.19, 24308.16, 23997.21, 24216.05
06/27/18, 24303.11, 24569.02, 24115.82, 24117.59
06/26/18, 24281.89, 24384.21, 24241.22, 24283.11
06/25/18, 24463.73, 24463.73, 24084.39, 24252.80
06/22/18, 24526.97, 24663.18, 24526.97, 24580.89
06/21/18, 24639.21, 24639.21, 24406.63, 24461.70
06/20/18, 24771.17, 24804.76, 24628.39, 24657.80
06/19/18, 24763.59, 24763.59, 24567.75, 24700.21
06/18/18, 24944.28, 25003.10, 24825.77, 24987.47
06/15/18, 25116.71, 25130.82, 24894.38, 25090.48
06/14/18, 25254.65, 25332.50, 25138.60, 25175.31
06/13/18, 25328.65, 25362.07, 25191.42, 25201.20
06/12/18, 25346.82, 25364.37, 25247.04, 25320.73
06/11/18, 25336.67, 25402.83, 25290.20, 25322.31
06/08/18, 25209.29, 25325.63, 25165.70, 25316.53
06/07/18, 25192.14, 25326.09, 25164.48, 25241.41
06/06/18, 24854.14, 25146.46, 24854.14, 25146.39
06/05/18, 24820.12, 24838.78, 24710.82, 24799.98
06/04/18, 24727.55, 24859.37, 24722.14, 24813.69
06/01/18, 24542.09, 24673.60, 24542.09, 24635.21
05/31/18, 24620.79, 24620.79, 24352.15, 24415.84
05/30/18, 24467.83, 24714.48, 24459.09, 24667.78
05/29/18, 24606.59, 24635.18, 24247.84, 24361.45
05/25/18, 24781.29, 24824.22, 24687.81, 24753.09
05/24/18, 24877.36, 24877.36, 24605.90, 24811.76
05/23/18, 24757.71, 24889.46, 24667.12, 24886.81
05/22/18, 25047.55, 25064.99, 24812.06, 24834.41
05/21/18, 24883.06, 25086.49, 24883.06, 25013.29
05/18/18, 24707.72, 24774.97, 24664.87, 24715.09
05/17/18, 24752.40, 24839.49, 24639.40, 24713.98
05/16/18, 24722.32, 24801.19, 24672.79, 24768.93
05/15/18, 24809.55, 24809.55, 24629.39, 24706.41
05/14/18, 24879.37, 24994.19, 24862.52, 24899.41
05/11/18, 24758.64, 24868.65, 24717.50, 24831.17
05/10/18, 24591.66, 24794.99, 24575.91, 24739.53
05/09/18, 24399.18, 24586.48, 24323.87, 24542.54
05/08/18, 24341.35, 24412.34, 24198.34, 24360.21
05/07/18, 24317.66, 24479.45, 24263.42, 24357.32
05/04/18, 23865.22, 24333.35, 23778.87, 24262.51
05/03/18, 23836.23, 23996.15, 23531.31, 23930.15
05/02/18, 24097.63, 24185.52, 23886.30, 23924.98
05/01/18, 24117.29, 24117.29, 23808.19, 24099.05
04/30/18, 24410.41, 24498.23, 24163.08, 24163.15
04/27/18, 24342.14, 24359.38, 24194.45, 24311.19
04/26/18, 24128.72, 24402.46, 24128.72, 24322.34
04/25/18, 24070.20, 24146.34, 23823.08, 24083.83
04/24/18, 24579.94, 24579.94, 23828.73, 24024.13
04/23/18, 24488.07, 24536.89, 24328.54, 24448.69
04/20/18, 24657.39, 24678.07, 24375.04, 24462.94
04/19/18, 24711.30, 24762.48, 24557.03, 24664.89
04/18/18, 24820.85, 24832.54, 24721.09, 24748.07
04/17/18, 24681.79, 24858.97, 24681.79, 24786.63
04/16/18, 24483.15, 24675.36, 24480.20, 24573.04
04/13/18, 24582.82, 24646.45, 24243.74, 24360.14
04/12/18, 24302.82, 24592.12, 24302.82, 24483.05
04/11/18, 24274.19, 24366.57, 24150.87, 24189.45
04/10/18, 24198.95, 24511.35, 24198.95, 24408.00
04/09/18, 24037.52, 24373.18, 23954.83, 23979.10
04/06/18, 24373.60, 24434.40, 23738.20, 23932.76
04/05/18, 24313.91, 24622.26, 24313.91, 24505.22
04/04/18, 23654.15, 24308.96, 23523.16, 24264.30
04/03/18, 23698.33, 24044.35, 23664.33, 24033.36
04/02/18, 24076.60, 24123.80, 23344.52, 23644.19
03/29/18, 23949.18, 24314.30, 23928.13, 24103.11
03/28/18, 23883.08, 24092.47, 23728.67, 23848.42
03/27/18, 24276.62, 24446.22, 23708.73, 23857.71
03/26/18, 23825.74, 24232.30, 23741.22, 24202.60
03/23/18, 23995.18, 24108.47, 23509.06, 23533.20
03/22/18, 24526.01, 24526.01, 23938.74, 23957.89
03/21/18, 24723.49, 24977.65, 24655.40, 24682.31
03/20/18, 24650.64, 24803.61, 24650.64, 24727.27
03/19/18, 24893.69, 24893.69, 24453.14, 24610.91
03/16/18, 24877.34, 25031.00, 24857.09, 24946.51
03/15/18, 24837.29, 25053.87, 24753.29, 24873.66
03/14/18, 25086.97, 25130.12, 24668.83, 24758.12
03/13/18, 25257.75, 25376.40, 24947.50, 25007.03
03/12/18, 25372.44, 25449.15, 25152.02, 25178.61
03/09/18, 25004.89, 25336.33, 25004.89, 25335.74
03/08/18, 24853.41, 24950.49, 24703.05, 24895.21
03/07/18, 24758.15, 24849.68, 24535.12, 24801.36
03/06/18, 24965.89, 24995.24, 24708.41, 24884.12
03/05/18, 24471.31, 24961.00, 24387.15, 24874.76
03/02/18, 24394.91, 24592.46, 24217.76, 24538.06
03/01/18, 25024.04, 25185.35, 24442.56, 24608.98
02/28/18, 25485.15, 25576.15, 25022.42, 25029.20
02/27/18, 25735.78, 25800.35, 25407.83, 25410.03
02/26/18, 25403.35, 25732.80, 25398.56, 25709.27
02/23/18, 25050.51, 25313.91, 25028.73, 25309.99
02/22/18, 24855.41, 25156.72, 24854.83, 24962.48
02/21/18, 24988.06, 25267.99, 24792.99, 24797.78
02/20/18, 25124.91, 25179.01, 24884.19, 24964.75
02/19/18, 25219.38, 25219.38, 25219.38, 25219.38
02/16/18, 25165.94, 25432.42, 25149.26, 25219.38
02/15/18, 25047.82, 25203.95, 24809.42, 25200.37
02/14/18, 24535.82, 24925.95, 24490.36, 24893.49
02/13/18, 24540.33, 24705.72, 24421.03, 24640.45
02/12/18, 24337.76, 24765.16, 24290.48, 24601.27
02/09/18, 23992.67, 24382.14, 23360.29, 24190.90
02/08/18, 24902.30, 24903.68, 23849.23, 23860.46
02/07/18, 24892.87, 25293.96, 24785.44, 24893.35
02/06/18, 24085.17, 24946.23, 23778.74, 24912.77
02/05/18, 25337.87, 25520.53, 23923.88, 24345.75
02/02/18, 26061.79, 26061.79, 25490.66, 25520.96
02/01/18, 26083.04, 26306.70, 26014.44, 26186.71
01/31/18, 26268.17, 26338.03, 26050.98, 26149.39
01/30/18, 26198.45, 26256.99, 26028.42, 26076.89
01/29/18, 26584.28, 26608.90, 26435.34, 26439.48
01/26/18, 26466.74, 26616.71, 26425.35, 26616.71
01/25/18, 26313.06, 26458.25, 26259.72, 26392.79
01/24/18, 26282.07, 26392.80, 26106.94, 26252.12
01/23/18, 26214.87, 26246.19, 26143.90, 26210.81
01/22/18, 26025.32, 26215.23, 25974.65, 26214.60
01/19/18, 25987.35, 26071.72, 25942.83, 26071.72
01/18/18, 26149.55, 26153.42, 25947.32, 26017.81
01/17/18, 25910.78, 26130.45, 25865.02, 26115.65
01/16/18, 25987.62, 26086.12, 25702.99, 25792.86
01/12/18, 25638.39, 25810.43, 25633.08, 25803.19
01/11/18, 25398.60, 25575.42, 25396.19, 25574.73
01/10/18, 25348.13, 25404.92, 25256.99, 25369.13
01/09/18, 25312.05, 25439.78, 25308.41, 25385.80
01/08/18, 25308.40, 25311.99, 25235.41, 25283.00
01/05/18, 25114.92, 25299.79, 25112.01, 25295.87
01/04/18, 24964.86, 25105.96, 24963.27, 25075.13
01/03/18, 24850.45, 24941.92, 24825.55, 24922.68
01/02/18, 24809.35, 24864.19, 24741.70, 24824.01
12/29/17, 24849.63, 24871.66, 24719.22, 24719.22
12/28/17, 24807.21, 24839.23, 24797.13, 24837.51
12/27/17, 24766.52, 24789.52, 24731.68, 24774.30
12/26/17, 24715.84, 24778.13, 24708.42, 24746.21
12/22/17, 24764.04, 24784.15, 24717.51, 24754.06
12/21/17, 24778.26, 24850.91, 24766.27, 24782.29
12/20/17, 24838.09, 24852.44, 24697.11, 24726.65
12/19/17, 24834.38, 24850.11, 24715.60, 24754.75
12/18/17, 24739.56, 24876.07, 24739.56, 24792.20
12/15/17, 24585.71, 24688.62, 24584.44, 24651.74
12/14/17, 24631.01, 24672.48, 24508.66, 24508.66
12/13/17, 24525.19, 24666.02, 24518.30, 24585.43
12/12/17, 24452.96, 24552.97, 24443.83, 24504.80
12/11/17, 24338.11, 24389.72, 24314.74, 24386.03
12/08/17, 24263.26, 24330.12, 24225.50, 24329.16
12/07/17, 24116.60, 24262.88, 24101.24, 24211.48
12/06/17, 24171.90, 24229.35, 24134.49, 24140.91
12/05/17, 24335.01, 24349.74, 24155.28, 24180.64
12/04/17, 24424.11, 24534.04, 24288.19, 24290.05
12/01/17, 24305.40, 24322.06, 23921.90, 24231.59
11/30/17, 24013.80, 24327.82, 24013.80, 24272.35
11/29/17, 23883.26, 23959.76, 23872.59, 23940.68
11/28/17, 23625.19, 23849.61, 23617.11, 23836.71
11/27/17, 23552.86, 23638.92, 23545.02, 23580.78
11/24/17, 23552.75, 23599.18, 23551.59, 23557.99
11/22/17, 23597.24, 23605.77, 23507.61, 23526.18
11/21/17, 23500.15, 23617.80, 23500.15, 23590.83
11/20/17, 23370.71, 23456.88, 23360.58, 23430.33
11/17/17, 23433.77, 23433.77, 23356.01, 23358.24
11/16/17, 23365.34, 23492.19, 23365.34, 23458.36
11/15/17, 23334.59, 23344.99, 23242.75, 23271.28
11/14/17, 23388.40, 23414.08, 23271.57, 23409.47
11/13/17, 23367.47, 23461.68, 23343.34, 23439.70
11/10/17, 23432.71, 23452.20, 23392.96, 23422.21
11/09/17, 23492.09, 23516.74, 23310.02, 23461.94
11/08/17, 23542.60, 23575.00, 23510.56, 23563.36
11/07/17, 23574.03, 23602.12, 23484.19, 23557.23
11/06/17, 23533.96, 23574.86, 23520.75, 23548.42
11/03/17, 23549.59, 23557.06, 23481.57, 23539.19
11/02/17, 23463.24, 23531.38, 23350.98, 23516.26
11/01/17, 23442.90, 23517.71, 23388.91, 23435.01
10/31/17, 23369.22, 23406.35, 23334.39, 23377.24
10/30/17, 23405.75, 23428.75, 23327.87, 23348.74
10/27/17, 23419.16, 23449.40, 23353.16, 23434.19
10/26/17, 23380.89, 23459.84, 23380.89, 23400.86
10/25/17, 23431.09, 23451.51, 23251.11, 23329.46
10/24/17, 23346.78, 23485.25, 23343.23, 23441.76
10/23/17, 23348.95, 23368.37, 23273.96, 23273.96
10/20/17, 23205.18, 23328.84, 23201.78, 23328.63
10/19/17, 23107.47, 23167.24, 23052.67, 23163.04
10/18/17, 23087.13, 23172.93, 23086.75, 23157.60
10/17/17, 22952.41, 23002.20, 22948.23, 22997.44
10/16/17, 22892.92, 22960.12, 22887.12, 22956.96
10/13/17, 22876.43, 22905.33, 22855.93, 22871.72
10/12/17, 22854.85, 22884.82, 22821.13, 22841.01
10/11/17, 22827.65, 22872.89, 22821.66, 22872.89
10/10/17, 22784.76, 22850.51, 22770.99, 22830.68
10/09/17, 22779.73, 22803.37, 22739.38, 22761.07
10/06/17, 22762.03, 22773.67, 22730.85, 22773.67
10/05/17, 22669.08, 22777.04, 22655.14, 22775.39
10/04/17, 22645.67, 22685.94, 22632.80, 22661.64
10/03/17, 22564.45, 22646.32, 22562.90, 22641.67
10/02/17, 22423.47, 22559.38, 22416.00, 22557.60
09/29/17, 22358.47, 22405.63, 22332.96, 22405.09
09/28/17, 22306.83, 22394.74, 22288.97, 22381.20
09/27/17, 22330.93, 22371.10, 22254.93, 22340.71
09/26/17, 22322.03, 22369.35, 22279.52, 22284.32
09/25/17, 22320.47, 22359.88, 22219.11, 22296.09
09/22/17, 22334.07, 22364.31, 22299.58, 22349.59
09/21/17, 22414.02, 22419.51, 22356.55, 22359.23
09/20/17, 22351.38, 22413.26, 22314.68, 22412.59
09/19/17, 22349.70, 22386.01, 22340.71, 22370.80
09/18/17, 22297.92, 22355.62, 22283.35, 22331.35
09/15/17, 22252.44, 22275.02, 22214.52, 22268.34
09/14/17, 22144.96, 22216.44, 22135.26, 22203.48
09/13/17, 22103.47, 22158.18, 22095.79, 22158.18
09/12/17, 22090.56, 22134.57, 22087.09, 22118.86
09/11/17, 21927.79, 22067.10, 21927.79, 22057.37
09/08/17, 21764.43, 21846.63, 21731.12, 21797.79
09/07/17, 21820.38, 21850.01, 21745.71, 21784.78
09/06/17, 21815.76, 21849.24, 21794.07, 21807.64
09/05/17, 21912.37, 21921.09, 21709.63, 21753.31
09/01/17, 21981.77, 22038.97, 21974.91, 21987.56
08/31/17, 21936.01, 21985.76, 21910.50, 21948.10
08/30/17, 21859.76, 21914.26, 21839.47, 21892.43
08/29/17, 21718.00, 21879.22, 21673.58, 21865.37
08/28/17, 21832.50, 21861.49, 21767.94, 21808.40
08/25/17, 21819.08, 21906.86, 21812.81, 21813.67
08/24/17, 21839.90, 21870.11, 21765.82, 21783.40
08/23/17, 21850.27, 21866.66, 21808.39, 21812.09
08/22/17, 21739.78, 21912.83, 21738.13, 21899.89
08/21/17, 21671.36, 21718.74, 21600.34, 21703.75
